brand_name,parent_company_name,id,link,country,sum,validated
ariel jumbo,procter & gamble,Q212405,https://www.wikidata.org/wiki/Q212405,"Philippines, Philippines",13,FALSE
safeguard soap,procter & gamble,Q212405,https://www.wikidata.org/wiki/Q212405,Philippines,13,FALSE
kinder pinguin,ferrero spa,Q269792,https://www.wikidata.org/wiki/Q269792,"Germany, Germany",13,FALSE
raibi,"cartamundi, chergui - les domaines agricoles, colaino",Q2699224,https://www.wikidata.org/wiki/Q2699224,"Morocco, Morocco, Morocco, Morocco, Morocco, Morocco, Morocco",13,FALSE
hajmola,"dabur, dabur india",Q2723075,https://www.wikidata.org/wiki/Q2723075,"United Kingdom of Great Britain & Northern Ireland, India, India",13,FALSE
african fruti,"african fruit, bakhresa food products, bakhresa group",Q27961785,https://www.wikidata.org/wiki/Q27961785,"Tanzania, Tanzania, Tanzania, Tanzania",13,FALSE
ensure,abbott laboratories,Q306764,https://www.wikidata.org/wiki/Q306764,"Mexico, Mexico, Vietnam, Vietnam, Vietnam, Vietnam, United States of America, United States of America, United States of America",13,FALSE
pick up!,"bahlsen, leibniz bahlsen",Q315068,https://www.wikidata.org/wiki/Q315068,"Germany, Germany",13,FALSE
bokados,"bokados, the coca-cola company",Q3295867,https://www.wikidata.org/wiki/Q3295867,"Mexico, Mexico, Mexico, Mexico, Mexico, Mexico, Mexico, Mexico, Mexico, Mexico",13,FALSE
coca-cola lid,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,United States of America,13,FALSE
jhonson baby powder,johnson & johnson,Q333718,https://www.wikidata.org/wiki/Q333718,Philippines,13,FALSE
doritos (chips),pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,United States of America,13,FALSE
fandangos,pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,"Brazil, Brazil, Brazil",13,FALSE
tawan,pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,"Thailand, Thailand, Thailand, Thailand, Thailand, Thailand, Thailand, Thailand",13,FALSE
shuanghui ham sausage,"shuanghui, shuanghui group",Q4049425,https://www.wikidata.org/wiki/Q4049425,"China, China, China",13,FALSE
sajiku,ajinomoto,Q412826,https://www.wikidata.org/wiki/Q412826,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",13,FALSE
aje,tee mccc wax,Q4699710,https://www.wikidata.org/wiki/Q4699710,"El Salvador, United States of America, Mexico, Mexico",13,FALSE
tesco lotus,tesco,Q487494,https://www.wikidata.org/wiki/Q487494,"Thailand, Thailand",13,FALSE
chik fil a,chick-fil-a,Q491516,https://www.wikidata.org/wiki/Q491516,"United States of America, United States of America, United States of America, United States of America",13,FALSE
taffel,"chips group, intersnack group, the chips group",Q5101731,https://www.wikidata.org/wiki/Q5101731,"Denmark, Denmark, Lithuania, Denmark, Denmark, Lithuania, Denmark",13,FALSE
splot,colombiana,Q54850298,https://www.wikidata.org/wiki/Q54850298,Ecuador,13,FALSE
winco,niagara bottling,Q55625166,https://www.wikidata.org/wiki/Q55625166,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",13,FALSE
chief,pt dwimuria investama andalan,Q56034693,https://www.wikidata.org/wiki/Q56034693,"Indonesia, Indonesia, Indonesia",13,FALSE
yeo's,"far east organization, yeo hiap seng, yeo hiap seng (malaysia) berhad (co. no. 3405-x), yeo hiap seng berhad",Q5921060,https://www.wikidata.org/wiki/Q5921060,"Malaysia, Malaysia, Malaysia, Malaysia, Malaysia, Indonesia, Malaysia, Malaysia, Malaysia",13,FALSE
tortillos,jg summit holdings,Q6108205,https://www.wikidata.org/wiki/Q6108205,"Philippines, Philippines, Philippines, Philippines, Philippines",13,FALSE
champ,"charoen pokphand, thai vegetable oil public company limited",Q611064,https://www.wikidata.org/wiki/Q611064,"Philippines, Indonesia, Indonesia, Indonesia",13,FALSE
paper,newell brands,Q667599,https://www.wikidata.org/wiki/Q667599,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, Argentina",13,FALSE
ziploc bags,s. c. johnson & son,Q683170,https://www.wikidata.org/wiki/Q683170,United States of America,13,FALSE
m.y. san,"monde nissin, mondelez international",Q6898690Q12857502,https://www.wikidata.org/wiki/Q6898690Q12857502,"Philippines, Philippines, Philippines, Philippines, Philippines, Philippines",13,FALSE
mother dairy,"national dairy development board, national dairy development board",Q6972090,https://www.wikidata.org/wiki/Q6972090,"India, India, India",13,FALSE
sondey,schwarz gruppe,Q712034,https://www.wikidata.org/wiki/Q712034,"Austria, Switzerland, Switzerland, Portugal, Germany, France",13,FALSE
fizzers,"swizzels, swizzels matlow",Q7659207,https://www.wikidata.org/wiki/Q7659207,"Switzerland, Switzerland, Switzerland",13,FALSE
ç»ÿä¸€/uni-president,uni-president enterprises corporation,Q7884615,https://www.wikidata.org/wiki/Q7884615,"China, China, China, China, China, China, China, China, China, China, China, China",13,FALSE
ho-mi,uni-president enterprises corporation,Q7884615,https://www.wikidata.org/wiki/Q7884615,"Philippines, Philippines, Philippines, Philippines, Philippines",13,FALSE
gold leaf,british american tobacco,Q856411,https://www.wikidata.org/wiki/Q856411,Bangladesh,13,FALSE
old holborn,japan tobacco,Q898568,https://www.wikidata.org/wiki/Q898568,Greece,13,FALSE
qualy,"brf, jnc, qualy",Q899097Q10355872,https://www.wikidata.org/wiki/Q899097Q10355872,"Brazil, Brazil, Brazil, Brazil, Brazil, Brazil, Brazil, Brazil",13,FALSE
diamond,"prataap snacks, reynolds american, this might not be the brand",Q947718,https://www.wikidata.org/wiki/Q947718,"Tanzania, Indonesia, India, India, India, India, India, India",13,FALSE
ultramilk,"ultra jaya milk industry, ultra jaya milk industry, ultra milk",Q96100690,https://www.wikidata.org/wiki/Q96100690,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",13,FALSE
5 hour energy,living essentials,,,"Canada, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",13,FALSE
888 the tarik,888 the tarik,,,Malaysia,13,FALSE
aice miki-miki,alpen food industry,,,Indonesia,13,FALSE
ain soltane,"eaux minerales al karama, ynna holding - groupe chaabi",,,"Morocco, Morocco, Morocco",13,FALSE
alkad nt germ,alkad laboratories,,,Bangladesh,13,FALSE
annesha chanachur,annesha sharker and choudhury food products,,,Bangladesh,13,FALSE
antangin,"antangin, deltomed laboratories",,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",13,FALSE
artline 70,artline 70,,,Hong Kong,13,FALSE
ayran - eker,geleneksel lexnet,,,Greece,13,FALSE
azam  milk,azam bakhresa group,,,Tanzania,13,FALSE
bd chutney,bd foods limited,,,Bangladesh,13,FALSE
bestie,santa bakery,,,Nigeria,13,FALSE
bigi cola,bigi cola,,,Nigeria,13,FALSE
bimbo marinela,bimbo marinela,,,Mexico,13,FALSE
boshundhara  tissue,bashundhara paper mills ltd,,,Bangladesh,13,FALSE
bubbalicious,bubalicious,,,Portugal,13,FALSE
caplang,eagle indo pharma,,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",13,FALSE
cavatini,cavatini,,,Argentina,13,FALSE
cergen,cergen,,,Indonesia,13,FALSE
choocho,choocho,,,Philippines,13,FALSE
cocola cup noodles,cocola food products ltd. - bangladesh,,,Bangladesh,13,FALSE
cody's,cody's,,,Burkina Faso,13,FALSE
convermex,"convermex, convermex usa corp",,,"Mexico, United States of America, Mexico, Mexico",13,FALSE
ç™½è±¡/baixiangfood,baixiangfood,,,"China, China",13,FALSE
dong peng,dong peng te yin,,,"Hong Kong, Hong Kong, Hong Kong, Hong Kong, Hong Kong, Hong Kong, Hong Kong",13,FALSE
donna ice cream,donna ice cream,,,Philippines,13,FALSE
eggy noodles,ifad,,,Bangladesh,13,FALSE
extreme,"extreme, extreme, rebisco",,,"Philippines, Philippines, South Africa, Philippines",13,FALSE
farm fresh,"dar es salaam zoo ltd, farm fresh",,,"Ukraine, Malaysia, Tanzania",13,FALSE
fast food cups,fast food cups,,,United States of America,13,FALSE
galicia,galicia,,,"Ukraine, Ukraine, Ukraine, Ukraine, Ukraine",13,FALSE
general paint,general paint,,,"Mexico, Mexico",13,FALSE
gentle supreme phil. inc.,gentle supreme phil. inc.,,,Philippines,13,FALSE
glaciar,glaciar,,,"Colombia, Colombia",13,FALSE
grants,dgb south africa,,,Tanzania,13,FALSE
hacks,"hacks malaysa, hacks malaysia sdn bhd",,,"Malaysia, Malaysia",13,FALSE
happy toothpaste,happy toothpaste,,,Philippines,13,FALSE
happy tos,"sinar kencana, sinar kencana agung",,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",13,FALSE
hatari,"asia sakti wahid foods, asw food, hatari, intim harmonis",,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",13,FALSE
hexisol hand rub,aci,,,Bangladesh,13,FALSE
hiro,comfoods commonwealth food inc.,,,"Philippines, Philippines, Philippines",13,FALSE
î¦ï‰ï„î¹ïƒï„î¹îºïœ îÿî¹î½ïœï€î½îµï…î¼î±,"î›î¿ï…î»ïœï€î¿ï…î»î¿ï‚, î¤î¶î®î¼î±ï‚",,,"Greece, Greece",13,FALSE
ice plas,ice plas water company,,,Ghana,13,FALSE
indosari,panfila indosari,,,"Indonesia, Indonesia, Indonesia",13,FALSE
îœî»ï…î¼ï€î¿ï‚ - yogurt,hellenic dairies sa,,,Greece,13,FALSE
issima,dinant,,,"Honduras, Honduras",13,FALSE
kleesoft soap,keds tz co. ltd,,,Tanzania,13,FALSE
kuaci rebo,"gumindo, kuaci rebo",,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",13,FALSE
laska ice-cream,tm laska,,,Ukraine,13,FALSE
leggera,leggera,,,Italy,13,FALSE
malbuner,malbuner,,,"Greece, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland",13,FALSE
mammoth lakes brewing,mammoth lakes brewing,,,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",13,FALSE
marie lite,itc,,,India,13,FALSE
martinal,martinal,,,"Cameroon, Cameroon",13,FALSE
mega trade,k vant,,,Tanzania,13,FALSE
monde nissin corp.,monde nissin corp,,,Philippines,13,FALSE
moon chips,pure snacks,,,"Philippines, Philippines, Philippines",13,FALSE
muncher green peas,w.l. food products,,,"Philippines, Philippines",13,FALSE
navratna,"emami group, emami ltd.",,,"Bangladesh, India",13,FALSE
orchid,"air minum orchid pandaan- jatim, prigen pandaan",,,"Indonesia, Indonesia",13,FALSE
paçoquita,"paçoquita, paçoquita, santa helena, santa helena",,,"Portugal, Brazil, Brazil, Brazil, Brazil",13,FALSE
peñaclara,peñaclara,,,Spain,13,FALSE
petrus,petrus resources,,,India,13,FALSE
pompers,pompers,,,Burkina Faso,13,FALSE
pond's white beauty,"millot laboratories co., ltd",,,Bangladesh,13,FALSE
prifood,"prifood, prifood corporation",,,"Philippines, Philippines",13,FALSE
prima afro,prima afro,,,"Tanzania, Tanzania",13,FALSE
pure kliss,pure kliss,,,Nigeria,13,FALSE
q8,kuwait petroleum corporation (kpc),,,"Denmark, Denmark, Denmark, Denmark",13,FALSE
regal sweet corn,regal sweet corn,,,Philippines,13,FALSE
regi,"krokola, unimos",,,"Indonesia, Indonesia, Indonesia, Australia",13,FALSE
rio pop,rio pop,,,"Burkina Faso, Togo",13,FALSE
said,said,,,"Tunisia, Tunisia, Tunisia, Tunisia, Tunisia",13,FALSE
saka,"saka, saka, ulker",,,"Cyprus, Greece, Greece, Vietnam",13,FALSE
samis,"w.l. food products, wl foods",,,"Philippines, Philippines, Philippines, Philippines, Philippines",13,FALSE
sigmaflo permanent marker,monami co. ltd,,,Bangladesh,13,FALSE
soelli,soelli,,,"Mexico, Mexico",13,FALSE
sonai,"indapur dairy and milk products ltd., sonai dairy, sonai dudh",,,"India, India, India",13,FALSE
spitz,spitz,,,"United States of America, United States of America",13,FALSE
sun feast,itc,,,"India, India",13,FALSE
swan,"east water swan co.,ltd., republic technologies international, uac nigeria plc",,,"United Kingdom of Great Britain & Northern Ireland, Thailand, Thailand, Thailand, Nigeria",13,FALSE
tea moment,santa bakery,,,Nigeria,13,FALSE
tee pee,tee pee brush maufactures,,,Kenya,13,FALSE
teem soda,teem soda,,,Nigeria,13,FALSE
timisoara beer,sab miller,,,Hungary,13,FALSE
tip-top energy glucose,alkad laboratories,,,Bangladesh,13,FALSE
tropical heat,tropical heat,,,Kenya,13,FALSE
wafer cubes,yale foods limited,,,Nigeria,13,FALSE
wet,"philippine spring water resources, inc.",,,"Philippines, Philippines, Philippines, Philippines, Philippines",13,FALSE
yoko yoyo chocolate coated,yoko  food and agro ltd,,,Bangladesh,13,FALSE
yori yori,goodluck bakery,,,Nigeria,13,FALSE
zoom (fish bate),zoom (fish bate),,,United States of America,13,FALSE
twisties,pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,"Australia, Australia, Malaysia, Malaysia, Australia, Australia, Australia",12,TRUE
lifebouy,unilever,Q157062,https://www.wikidata.org/wiki/Q157062,"Indonesia, Vietnam, Indonesia, Australia",12,TRUE
smiths,pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,"Australia, Australia, Australia, Australia",12,TRUE
healtheries,vitaco health group,,https://vitacohealth.com/about-vitaco-health/,"New Zealand, Australia",12,TRUE
mayonesa,unbranded,,,"Ecuador, Chile",12,TRUE
spicy potato chips,fonterra,Q946370,https://www.wikidata.org/wiki/Q946370,Bangladesh,12,TRUE
almond joy,the hershey company,Q1056637,https://www.wikidata.org/wiki/Q1056637,"United States of America, United States of America, United States of America, United States of America",12,FALSE
act ii,"conagra brands, inc.",Q1123399,https://www.wikidata.org/wiki/Q1123399,"Mexico, India, India, India, India",12,FALSE
lvivske beer,carlsberg group,Q113215,https://www.wikidata.org/wiki/Q113215,Ukraine,12,FALSE
rocket,rocket,Q11350195,https://www.wikidata.org/wiki/Q11350195,Ukraine,12,FALSE
sumol + compal,sumol + compal,Q1143305,https://www.wikidata.org/wiki/Q1143305,"Portugal, Portugal, Portugal",12,FALSE
kecap sedap,"karunia alam segar, karunia alam segar, wings",Q12524596,https://www.wikidata.org/wiki/Q12524596,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",12,FALSE
top cappuccino,wings,Q12524596,https://www.wikidata.org/wiki/Q12524596,"Indonesia, Indonesia",12,FALSE
merenda - pavlidis,mondelez international,Q12857502,https://www.wikidata.org/wiki/Q12857502,Greece,12,FALSE
clover valley,dollar general,Q145168,https://www.wikidata.org/wiki/Q145168,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",12,FALSE
richmond,imperial brands,Q1471161,https://www.wikidata.org/wiki/Q1471161,"United Kingdom of Great Britain & Northern Ireland, Denmark, Denmark",12,FALSE
algida,"eksimo, unilever",Q157062,https://www.wikidata.org/wiki/Q157062,"Italy, Italy, Croatia, Georgia",12,FALSE
ayush,unilever,Q157062,https://www.wikidata.org/wiki/Q157062,Bangladesh,12,FALSE
îî­î± î¦ï…ï„î¯î½î·,unilever,Q157062,https://www.wikidata.org/wiki/Q157062,Greece,12,FALSE
mr. noodles,pran-rfl group,Q16743607,https://www.wikidata.org/wiki/Q16743607,Bangladesh,12,FALSE
pran jhal muri,pran-rfl group,Q16743607,https://www.wikidata.org/wiki/Q16743607,Bangladesh,12,FALSE
international breweries plc,international breweries plc,Q16994999,https://www.wikidata.org/wiki/Q16994999,Nigeria,12,FALSE
krack jack,parle products,Q17081914,https://www.wikidata.org/wiki/Q17081914,India,12,FALSE
tea+,suntory beverage & food,Q17210124,https://www.wikidata.org/wiki/Q17210124,"Thailand, Thailand, Thailand, Thailand, Thailand, Thailand",12,FALSE
juul,pax labs,Q18158575,https://www.wikidata.org/wiki/Q18158575,"United States of America, United States of America, United States of America, United States of America",12,FALSE
mighty cigarette,mighty corporation,Q19903457,https://www.wikidata.org/wiki/Q19903457,"Philippines, Philippines",12,FALSE
emperador,"alliance global group, pepsico",Q20312276Q334800,https://www.wikidata.org/wiki/Q20312276Q334800,"Mexico, Mexico, Mexico, Philippines, Mexico, Mexico, Mexico, Philippines, Philippines",12,FALSE
panther,"kino, kino food indonesia, panther",Q2049951,https://www.wikidata.org/wiki/Q2049951,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",12,FALSE
yomost,frieslandcampina,Q248711,https://www.wikidata.org/wiki/Q248711,"Vietnam, Vietnam",12,FALSE
live it up,medplus,Q25344640,https://www.wikidata.org/wiki/Q25344640,"Nigeria, Nigeria, Nigeria",12,FALSE
kofola,kofola československo,Q25630785,https://www.wikidata.org/wiki/Q25630785,"Czech Republic, Czech Republic, Czech Republic, Czech Republic",12,FALSE
milchschnitte,"ferrero spa, milchschnitte",Q269792,https://www.wikidata.org/wiki/Q269792,"Germany, Germany",12,FALSE
nectary,cartamundi,Q2699224,https://www.wikidata.org/wiki/Q2699224,"Morocco, Morocco, Morocco, Morocco",12,FALSE
lutti,"lutti, lutti",Q2842864,https://www.wikidata.org/wiki/Q2842864,"France, France, France, France, France",12,FALSE
mang thomas,datu puti,Q28449041,https://www.wikidata.org/wiki/Q28449041,Philippines,12,FALSE
danacol,"danacol, danone",Q329426,https://www.wikidata.org/wiki/Q329426,"Italy, Spain",12,FALSE
bon aqua,"bon aqua, coca-cola hbc, the coca-cola company",Q3295867,https://www.wikidata.org/wiki/Q3295867,"Austria, Greece, Ukraine, Argentina",12,FALSE
caps,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,"Ecuador, United States of America",12,FALSE
cepita,"cepita, the coca-cola company",Q3295867,https://www.wikidata.org/wiki/Q3295867,"Argentina, Argentina, Argentina, Argentina",12,FALSE
straws,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,"United States of America, United States of America, United States of America, United States of America, United States of America, South Africa, United States of America, Ecuador, Jamaica, Kenya, Montenegro, Indonesia, Kenya",12,FALSE
tropico,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,"Tunisia, Tunisia, Tunisia, Tunisia, France, France",12,FALSE
vio,"kiri bottling company, the coca-cola company",Q3295867,https://www.wikidata.org/wiki/Q3295867,"Denmark, Denmark, Uganda",12,FALSE
chudo,"pepsico, vimm-bill-dann ukraine, vimm bill dunn russia",Q334800,https://www.wikidata.org/wiki/Q334800,"Russian Federation, Russian Federation, Ukraine, Ukraine, Ukraine, Ukraine, Ukraine",12,FALSE
doritios,pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,United States of America,12,FALSE
h2oh,pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,"Brazil, Argentina, Argentina, Nigeria",12,FALSE
pepsico (gatorade),pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,United States of America,12,FALSE
aguila,grupo arcor,Q380022,https://www.wikidata.org/wiki/Q380022,Colombia,12,FALSE
bala push,grupo arcor,Q380022,https://www.wikidata.org/wiki/Q380022,Brazil,12,FALSE
pols,"pols, rīgas piena kombināts",Q4048643,https://www.wikidata.org/wiki/Q4048643,"Latvia, Latvia, Lithuania, Lithuania, Latvia",12,FALSE
bottle water,"albert, aque bella, hekim, magnesia, mattoni, rajec, sobear, toma, visegradi",Q41568105,https://www.wikidata.org/wiki/Q41568105,"Czech Republic, Czech Republic, Czech Republic, Czech Republic, Czech Republic, Czech Republic, Czech Republic, Czech Republic, Czech Republic, Czech Republic",12,FALSE
belmont,"aldi einkauf gmbh & co. ohg, altri, altria",Q444971Q445007,https://www.wikidata.org/wiki/Q444971Q445007,"Canada, Australia, United Kingdom of Great Britain & Northern Ireland, Honduras",12,FALSE
lp,altria,Q445007,https://www.wikidata.org/wiki/Q445007,Ukraine,12,FALSE
orangina,"canada dry motts, jab holding company, suntory",Q5029359Q1691896Q1345267,https://www.wikidata.org/wiki/Q5029359Q1691896Q1345267,"Morocco, Morocco, Slovenia, France, France, France, France, France",12,FALSE
mamypoko pants,unicharm,Q5361268,https://www.wikidata.org/wiki/Q5361268,Indonesia,12,FALSE
snow mint,colombiana,Q54850298,https://www.wikidata.org/wiki/Q54850298,Ecuador,12,FALSE
î¦ï…ï„î¿ï†î¬ïî¼î±îºî¿,"agro, argo, barten, î§îµî»î»î±ï†î±ïî¼ î‘î•",Q54962394,https://www.wikidata.org/wiki/Q54962394,"Greece, Greece, Greece, Greece",12,FALSE
azax,colgate-palmolive company,Q609466,https://www.wikidata.org/wiki/Q609466,Greece,12,FALSE
blu,"blu, fontem ventures, jg summit holdings",Q6108205,https://www.wikidata.org/wiki/Q6108205,"Philippines, Cameroon, Cameroon, Denmark",12,FALSE
choco knots,jg summit holdings,Q6108205,https://www.wikidata.org/wiki/Q6108205,"Philippines, Philippines, Philippines, Philippines, Philippines, Philippines",12,FALSE
max,"jg summit holdings, max, max",Q6108205,https://www.wikidata.org/wiki/Q6108205,"Philippines, Philippines, Philippines",12,FALSE
alpine,perfetti van melle,Q612524,https://www.wikidata.org/wiki/Q612524,"China, China, China",12,FALSE
extra joss + kukubima,kalbe farma,Q6351754,https://www.wikidata.org/wiki/Q6351754,Indonesia,12,FALSE
mamee,"mamee double-decker, mamee double-decker, mamee double-decker",Q6745593,https://www.wikidata.org/wiki/Q6745593,"Australia, Malaysia, Malaysia, Malaysia, Australia, Australia",12,FALSE
afya drinking water,watercom,Q67808808,https://www.wikidata.org/wiki/Q67808808,Tanzania,12,FALSE
bacardi,bacardi,Q685395,https://www.wikidata.org/wiki/Q685395,"United States of America, Latvia, United States of America, United States of America, United States of America, United States of America, United States of America",12,FALSE
nissin wafer choco,monde nissin,Q6898690,https://www.wikidata.org/wiki/Q6898690,"Philippines, Philippines",12,FALSE
saskia,"saskia, schwarz gruppe",Q712034,https://www.wikidata.org/wiki/Q712034,"Switzerland, Switzerland, Germany, Germany, Switzerland, Switzerland, Switzerland, Switzerland",12,FALSE
extreme biscuit,republic biscuit corporation,Q7314390,https://www.wikidata.org/wiki/Q7314390,"Philippines, Philippines",12,FALSE
sinbad,"jbc food corporation, jbc food corporation, republic biscuit corporation",Q7314390,https://www.wikidata.org/wiki/Q7314390,"Philippines, Philippines, Philippines, Philippines",12,FALSE
filma,"sinar mas, smart, smart tbk",Q7391067,https://www.wikidata.org/wiki/Q7391067,"Indonesia, Indonesia, Indonesia, Indonesia",12,FALSE
taaka vodka,sazerac company,Q7429410,https://www.wikidata.org/wiki/Q7429410,"United States of America, United States of America",12,FALSE
first street,smart & final,Q7543916,https://www.wikidata.org/wiki/Q7543916,"Mexico, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",12,FALSE
pop tarts,kellogg's,Q856897,https://www.wikidata.org/wiki/Q856897,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",12,FALSE
vico,intersnack,Q873618,https://www.wikidata.org/wiki/Q873618,"France, France, France, France, France, France",12,FALSE
sterling,japan tobacco,Q898568,https://www.wikidata.org/wiki/Q898568,"United Kingdom of Great Britain & Northern Ireland, United Kingdom of Great Britain & Northern Ireland",12,FALSE
dilan chocolate crunchy caramel,garudafood putra putri jaya,Q96100268,https://www.wikidata.org/wiki/Q96100268,Indonesia,12,FALSE
leo,"garudafood putra putri jaya, grupo xignux, leo, tudung group",Q96100268,https://www.wikidata.org/wiki/Q96100268,"Indonesia, Thailand, Indonesia, Mexico",12,FALSE
å–œä¹‹éƒž/strongfood,strongfood,,,"China, China, China, China, China, China, China, China",12,FALSE
ä¸šå¥½ä½³/oishi,liwayway holdings company limited,,,"China, China, China, China, China, China, China",12,FALSE
abc sambal,abc,,,"Indonesia, Indonesia",12,FALSE
all time ball pen,matador industry ltd.,,,Bangladesh,12,FALSE
amber leaf,"amber leaf, gallaher group division of japan tobacco",,,"United Kingdom of Great Britain & Northern Ireland, Egypt",12,FALSE
awesome yoghurt,awesome yoghurt,,,Kenya,12,FALSE
bashundhara instant noodles,bashundhara paper mills ltd,,,Bangladesh,12,FALSE
bd food motor vaja,bd food foods ltd,,,Bangladesh,12,FALSE
bidisha lexus biscuits,reedisha food & beverage limited,,,Bangladesh,12,FALSE
bloop creazy vanilla,golden harvest foods limited,,,Bangladesh,12,FALSE
bocadin,bocadin,,,"Mexico, Mexico",12,FALSE
boncabe,"kobe, kobe boga utama",,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",12,FALSE
buble,buble,,,Burkina Faso,12,FALSE
budhani namkeen,budhani bros waferwala,,,India,12,FALSE
calla fresh fabcon,calla fresh fabcon,,,Philippines,12,FALSE
cam 2 oil,"cam 2 oil, cam 2 oil",,,"United States of America, United States of America",12,FALSE
castrol active servo,castrol india limited,,,India,12,FALSE
champion biscuit,cocola food products ltd. - bangladesh,,,Bangladesh,12,FALSE
choco plus cream sandwich biscuits,olympic industries limited,,,Bangladesh,12,FALSE
clock,clock caffe,,,Cyprus,12,FALSE
cocola chicken masala,cocola food products ltd. - bangladesh,,,Bangladesh,12,FALSE
coffee mug,unidenfified brands,,,India,12,FALSE
confirm,confirm,,,"Nigeria, Nigeria",12,FALSE
cups,cups,,,"Ecuador, Bangladesh, Bangladesh, Bangladesh, India, India, India, India, India, India, India, India, India, India, India, India",12,FALSE
dark fantasy choco,sunfeast,,,Bangladesh,12,FALSE
darling air product,darling air product,,,Kenya,12,FALSE
dobrã¡ voda,dobrã¡ voda,,,"Czech Republic, Czech Republic, Czech Republic",12,FALSE
dodla,dodla milk,,,India,12,FALSE
domesco,domesco,,,Vietnam,12,FALSE
e c milky flakes,wl foods,,,Philippines,12,FALSE
easy wash,acme,,,Bangladesh,12,FALSE
egg-o,"jocker's foods industries, jocker's foods industries",,,"Philippines, Philippines, Philippines, Philippines",12,FALSE
excelo,excelo,,,"Morocco, Morocco, Morocco, Morocco",12,FALSE
faxe kondi,"royal unibrew a/s, royal unibrew a/s (also in 2021 data from denmark), royal unibrew a/s (on list from denmark 2021)",,,"Denmark, Denmark, Denmark, Denmark, Denmark, Denmark, Denmark",12,FALSE
finolex,finolex industries,,,India,12,FALSE
fisherman's friend,fishermens friends,,,"Switzerland, Germany, Switzerland, Thailand, Germany, Australia",12,FALSE
florama,asha chemicals,,,India,12,FALSE
focus mal-3 grease,"m/s focus lubricants, bangladesh",,,Bangladesh,12,FALSE
frendys corn puff,pasmina foods nigeria limited,,,Nigeria,12,FALSE
fritt,"fritt, ludwig schokolade, ludwig schokolade gmbh & co. kg",,,"Denmark, Germany, Germany, Germany, Germany, Germany",12,FALSE
futbolito,"industria sula (rica sula), rica sula",,,"Honduras, Honduras, Honduras, Honduras, Honduras",12,FALSE
grandmalt,"grandmalt, grandmalt",,,"Tanzania, Tanzania",12,FALSE
gudang baru,gudang baru,,,Indonesia,12,FALSE
guinness nig. plc,guinness nig. plc,,,"Nigeria, Nigeria",12,FALSE
haque crunch,haque food industries limited,,,Bangladesh,12,FALSE
harshleys chocolate,harshleys,,,Bangladesh,12,FALSE
highland mineral water,highland mineral water,,,Uganda,12,FALSE
hio harum,hio harum,,,Indonesia,12,FALSE
î»î¬î´î¹,"fam, koska (coex, sarten), modrica, petekl, po",,,"Greece, Greece, Greece, Greece, Greece",12,FALSE
ice ceam,polar,,,Bangladesh,12,FALSE
intercontinental distillers ltd,intercontinental distillers limited,,,Nigeria,12,FALSE
jack njill,jack n' jill,,,Philippines,12,FALSE
jerry cake,fu-wang foods ltd,,,Bangladesh,12,FALSE
jinmailang,"jinmailang beverage co., ltd",,,"China, China, China, China, China",12,FALSE
kacang boby,ud boby,,,"Indonesia, Indonesia, Indonesia, Indonesia",12,FALSE
