brand_name,parent_company_name,id,link,country,sum,validated
kelã­mky od jogurtå¯ a mã¡sel,"rama, kunã­n, perla",,,Czech Republic,12,FALSE
kerocopo,kero copo,,,"Brazil, Brazil, Brazil, Brazil, Brazil, Brazil, Brazil, Brazil",12,FALSE
kitoko,"blue nile distilers, kitoko",,,"Tanzania, Tanzania, Tanzania",12,FALSE
kresek makanan,kresek makanan,,,Indonesia,12,FALSE
la-la,la-la,,,Zambia,12,FALSE
lucozada,lucozada,,,Nigeria,12,FALSE
"m&ms, twix, life savers, starbursts, snickers",mars,,,United States of America,12,FALSE
mango bar,pran agro ltd.,,,Bangladesh,12,FALSE
manteca especial nieva,manteca especial nieva,,,Honduras,12,FALSE
mare king prawn,mare king prawn,,,Australia,12,FALSE
marshall,"marshall, ojsc donskoy tabak"""", united tobacco llc",,,"Ukraine, Ukraine, Ukraine, Ukraine",12,FALSE
matador pin-point,matadoor ballpen industries ltd,,,Bangladesh,12,FALSE
medical mask,medical mask,,,"Vietnam, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",12,FALSE
menengai,menengai soap,,,Kenya,12,FALSE
michelle pharmacy ltd,michelle laboratories limited,,,Nigeria,12,FALSE
minimie chinxhim,dufil,,,Nigeria,12,FALSE
mouban milk bread,mouban snacks and bakery,,,Bangladesh,12,FALSE
musa biscuits,musa biscuits,,,Zambia,12,FALSE
niknaks,niknaks,,,South Africa,12,FALSE
nu green tea,"abc, abc president indonesia, abc president indonesia, nu green tea, pt abc president indonesia",,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",12,FALSE
nutrisnack,nutri snack,,,Cameroon,12,FALSE
pampers diapers,pampers diapers,,,Cameroon,12,FALSE
paracetamol,"hexpharm jaya, paracetamol",,,"Indonesia, Cameroon",12,FALSE
parisian,parisian,,,Switzerland,12,FALSE
peppipie,richy food corporation southern,,,Vietnam,12,FALSE
pergalė,pergalė,,,Lithuania,12,FALSE
pillow,"haque, pillow",,,"Indonesia, Indonesia",12,FALSE
polvo mega limon,aditmaq,,,Ecuador,12,FALSE
potchi,"columbia international food products, inc, columbia international food products, inc",,,"Canada, Philippines, Philippines, Philippines, Philippines, Philippines",12,FALSE
prifood corp.,prifood corporation,,,"Philippines, Philippines, Philippines",12,FALSE
prottasha,prottasha,,,Bangladesh,12,FALSE
red leaf marker pen,red leaf,,,Bangladesh,12,FALSE
rep frutas,nã£o identificado,,,Brazil,12,FALSE
rigs herbs pure green tea,rigs herb,,,Bangladesh,12,FALSE
rosquitas,carlisnacks,,,Ecuador,12,FALSE
royal d,royal d,,,Thailand,12,FALSE
rozet,rozet,,,South Africa,12,FALSE
rwasa,rwasa beverages,,,Uganda,12,FALSE
sabrina bitters,sabrina bitters,,,Nigeria,12,FALSE
san sanich,snack production,,,Ukraine,12,FALSE
santoor beauty perfumed talc,wirpo enterprise(p) ltd.,,,Bangladesh,12,FALSE
sasa drinking water,sasa drinking water,,,Malaysia,12,FALSE
savlon hand sanitizer,savlon,,,Bangladesh,12,FALSE
sayona tunda,"sayona drinks ltd, sayona food products ltd",,,"Tanzania, Tanzania",12,FALSE
selanske,lustdorf,,,"Ukraine, Ukraine, Ukraine, Ukraine",12,FALSE
shely phamatheticals,chemicotex,,,Tanzania,12,FALSE
skarch,"embotelladora aga, skarch, skarch",,,"Mexico, Mexico, Mexico, Mexico, Mexico, Mexico, Mexico",12,FALSE
stagona agrou,"ãžå“ãžâ¡ stagoona agrou ltd, stagona agrou, μρ stagoona agrou ltd",,,"Cyprus, Cyprus, Cyprus, Cyprus, Cyprus, Cyprus",12,FALSE
stimrol,stimrol,,,Switzerland,12,FALSE
suling mas,suling mas,,,Indonesia,12,FALSE
sunco,"mikie oleo, musim mas group",,,"Indonesia, Indonesia, Indonesia, Indonesia, Australia",12,FALSE
sunlight battery,quasem industries ltd.,,,Bangladesh,12,FALSE
super golden bihon,super golden bihon,,,Philippines,12,FALSE
taqueritos,yummie co.,,,"Honduras, Honduras, Honduras, Honduras",12,FALSE
tecno mobile,tecno,,,Tanzania,12,FALSE
teh hijau,"gunung subur sejahtera, starfood",,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",12,FALSE
the gelas,the gelas,,,"Indonesia, Indonesia",12,FALSE
tiger pops,colombina food,,,Nigeria,12,FALSE
tong garden,"tong garden, tong garden",,,"Thailand, Thailand, Thailand, Thailand, Thailand",12,FALSE
toya,sinar abadi jaya,,,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",12,FALSE
u fresh pinneaple,u fresh food products ltd,,,Tanzania,12,FALSE
zibas,"yummie co., yummies inc.",,,"Honduras, Honduras, Honduras, Honduras",12,FALSE
ziyun,hong yun hong he group,,,"China, China",12,FALSE
неизвстно,неизвстно,,,Russian Federation,12,FALSE
sour patch,mondelez international,Q12857502,https://www.wikidata.org/wiki/Q12857502,"United States of America, Australia, United States of America, United States of America, United States of America, United States of America, New Zealand, United States of America",11,TRUE
streets,unilever,Q157062,https://www.wikidata.org/wiki/Q157062,"Australia, United Kingdom of Great Britain & Northern Ireland, Australia, Australia, Australia, Australia, New Zealand",11,TRUE
aloe vera,forever living products,Q1002866,https://www.wikidata.org/wiki/Q1002866,"Tanzania, Ukraine, Cyprus, Honduras, Tanzania, Honduras, Cyprus, New Zealand",11,TRUE
arnott's,campbell soup company of north america,Q1030544Q2069747Q1570773,,New Zealand,11,TRUE
unknown (plastic bags),unbranded,,,United States of America,11,TRUE
casino ethyl aclohol,ipi,Q110158717,https://www.wikidata.org/wiki/Q110158717,Philippines,11,FALSE
sommersby,somersby,Q112001840,https://www.wikidata.org/wiki/Q112001840,"Portugal, Portugal, Portugal",11,FALSE
renova,renova,Q1129700,https://www.wikidata.org/wiki/Q1129700,"Portugal, Morocco, Portugal, Portugal",11,FALSE
kvas taras,carlsberg group,Q113215,https://www.wikidata.org/wiki/Q113215,"Ukraine, Ukraine, Ukraine, Ukraine",11,FALSE
to-go-cup,"barbarossa bäckerei, dallmayr, eiscafé venezia nk, tinnes",Q1158033,https://www.wikidata.org/wiki/Q1158033,"Germany, Germany, Germany, Germany, Germany, Germany",11,FALSE
wog,wog,Q12072939,https://www.wikidata.org/wiki/Q12072939,Ukraine,11,FALSE
the pucuk,"mayora, mayora indah, the pucuk",Q12497654,https://www.wikidata.org/wiki/Q12497654,"Indonesia, Indonesia, Indonesia, Indonesia",11,FALSE
tora cafe,"ecossential food corp, mayora indah, torabika",Q12497654,https://www.wikidata.org/wiki/Q12497654,"Philippines, Philippines, Indonesia, Indonesia, Indonesia, Indonesia",11,FALSE
leanet,siantar top,Q12514216,https://www.wikidata.org/wiki/Q12514216,"Indonesia, Indonesia",11,FALSE
mi goreng,siantar top,Q12514216,https://www.wikidata.org/wiki/Q12514216,"Indonesia, Indonesia, Indonesia, Indonesia",11,FALSE
marque repère,e.leclerc,Q1273376,https://www.wikidata.org/wiki/Q1273376,France,11,FALSE
belvita,mondelez international,Q12857502,https://www.wikidata.org/wiki/Q12857502,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, Lithuania, United States of America, United States of America",11,FALSE
tuc,"mondelez international, tuc, valeo foods",Q12857502Q17985053,https://www.wikidata.org/wiki/Q12857502Q17985053,"Slovenia, Slovenia, Denmark, Latvia, Portugal, Egypt, Denmark, Ukraine, France, Germany, Latvia",11,FALSE
lactogal,lactogal,Q1354852,https://www.wikidata.org/wiki/Q1354852,"Portugal, Portugal, Portugal",11,FALSE
blues,"blues, eurospin",Q1374674,https://www.wikidata.org/wiki/Q1374674,"Italy, Italy, Slovenia, Slovenia, Croatia, Italy, Italy",11,FALSE
vinegar,"don julio, pran-rfl group, vinegar company",Q1498628Q16743607,https://www.wikidata.org/wiki/Q1498628Q16743607,"Bangladesh, Ukraine, Ukraine, Honduras",11,FALSE
l'oreal,l’oréal,Q156077,https://www.wikidata.org/wiki/Q156077,"United States of America, Portugal, Hong Kong, United States of America, Ukraine, Denmark, India, Thailand, Thailand, Thailand",11,FALSE
cif,unilever,Q157062,https://www.wikidata.org/wiki/Q157062,"Hong Kong, Argentina, Hong Kong, Hong Kong, Ukraine, Brazil, Georgia, Georgia, Philippines, Argentina, Argentina",11,FALSE
citra,"citra, unilever",Q157062,https://www.wikidata.org/wiki/Q157062,"Indonesia, Thailand, Indonesia, Indonesia, Thailand, Indonesia, Thailand, Indonesia, Thailand, Thailand",11,FALSE
domex,unilever,Q157062,https://www.wikidata.org/wiki/Q157062,"Philippines, India, India, India, Philippines",11,FALSE
jack link's,unilever,Q157062,https://www.wikidata.org/wiki/Q157062,"Canada, United States of America, Canada, United States of America, United States of America, Switzerland, United States of America",11,FALSE
pingüino,"marinela, unilever",Q157062,https://www.wikidata.org/wiki/Q157062,"Ecuador, Honduras",11,FALSE
neastea icetea,nestlé,Q160746,https://www.wikidata.org/wiki/Q160746,Philippines,11,FALSE
nestle (arrowhead),nestlé,Q160746,https://www.wikidata.org/wiki/Q160746,United States of America,11,FALSE
svіtoch,nestlé,Q160746,https://www.wikidata.org/wiki/Q160746,Ukraine,11,FALSE
світоч,nestlé,Q160746,https://www.wikidata.org/wiki/Q160746,Ukraine,11,FALSE
captain morgan,"captain morgan, captain morgan, diageo",Q161140,https://www.wikidata.org/wiki/Q161140,"United States of America, United States of America, United States of America, Tanzania",11,FALSE
avon,"lg household & health care, natura cosméticos s.a.",Q16169971Q3131210,https://www.wikidata.org/wiki/Q16169971Q3131210,"Croatia, Mexico, Philippines, Philippines, Philippines, Philippines, Philippines, Lithuania, Brazil, Mexico, Brazil",11,FALSE
squirt,jab holding company,Q1691896,https://www.wikidata.org/wiki/Q1691896,"United States of America, United States of America, Mexico, Mexico, Mexico, Mexico, United States of America, United States of America, Mexico, United States of America",11,FALSE
hygienix,splash corporation,Q17047180,https://www.wikidata.org/wiki/Q17047180,"Cameroon, Cameroon, Philippines",11,FALSE
appy,parle products,Q17081914,https://www.wikidata.org/wiki/Q17081914,"India, India, India, India, India, India",11,FALSE
monaco,"parle products, three bears",Q17081914,https://www.wikidata.org/wiki/Q17081914,"Ukraine, India",11,FALSE
fibre active,ok food industry,Q17227901,https://www.wikidata.org/wiki/Q17227901,Nigeria,11,FALSE
yakisoba,nissin foods holdings,Q18341667,https://www.wikidata.org/wiki/Q18341667,"Philippines, Philippines",11,FALSE
ruchi gold,"patanjali ayurved, ruchi gold industries ltd",Q19856023,https://www.wikidata.org/wiki/Q19856023,"India, India",11,FALSE
ayran,"cirozlar, fude + serrahn milchprodukte, yorsan",Q22671616,https://www.wikidata.org/wiki/Q22671616,"Greece, Greece, Germany",11,FALSE
u,"magasins u, système u",Q2529029,https://www.wikidata.org/wiki/Q2529029,"France, France, France, France, France, France",11,FALSE
ferrero rocher,ferrero spa,Q269792,https://www.wikidata.org/wiki/Q269792,"Bangladesh, United States of America, United States of America, Germany, Nigeria, Nigeria",11,FALSE
giotto,ferrero spa,Q269792,https://www.wikidata.org/wiki/Q269792,"Germany, Germany, Germany",11,FALSE
kinder riegel,"ferrero group, ferrero spa",Q269792,https://www.wikidata.org/wiki/Q269792,"Germany, Germany, Germany",11,FALSE
sloche by couche-tard,alimentation couche-tard,Q2836957,https://www.wikidata.org/wiki/Q2836957,Canada,11,FALSE
ampm,"am/pm, bp america, bp america inc",Q306960,https://www.wikidata.org/wiki/Q306960,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",11,FALSE
acqua ferrarelle,danone,Q329426,https://www.wikidata.org/wiki/Q329426,Italy,11,FALSE
fontvella,danone,Q329426,https://www.wikidata.org/wiki/Q329426,Spain,11,FALSE
lait centrale,danone,Q329426,https://www.wikidata.org/wiki/Q329426,"Morocco, Morocco, Morocco",11,FALSE
so delicious,danone,Q329426,https://www.wikidata.org/wiki/Q329426,"United States of America, United States of America",11,FALSE
arwa,the coca-cola company,Q3295867,https://www.wikidata.org/wiki/Q3295867,"Kuwait, Kuwait, Kuwait, Kuwait, Kuwait",11,FALSE
santa clara,"santa clara, santa clara milk products, the coca-cola company",Q3295867,https://www.wikidata.org/wiki/Q3295867,"Brazil, Brazil, Mexico, Mexico, Mexico, Brazil, Mexico",11,FALSE
johnson's,johnson & johnson,Q333718,https://www.wikidata.org/wiki/Q333718,"Thailand, Thailand, Thailand, Thailand, Thailand, Thailand, Philippines, Australia",11,FALSE
amp,pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,"Honduras, Honduras, Honduras, Honduras",11,FALSE
chokis,"chokis, pepsico",Q334800,https://www.wikidata.org/wiki/Q334800,"Mexico, Mexico, Honduras",11,FALSE
pepisico,pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,Brazil,11,FALSE
sunbites,pepsico,Q334800,https://www.wikidata.org/wiki/Q334800,"Spain, Thailand, Thailand, Australia, Australia, Egypt, Thailand",11,FALSE
jumex,"grupo jumex, jumex",Q3375400,https://www.wikidata.org/wiki/Q3375400,"Mexico, Mexico, Mexico, Mexico, Mexico, Mexico, Mexico, Mexico, Mexico",11,FALSE
sodebo,sodebo,Q3488764,https://www.wikidata.org/wiki/Q3488764,"France, France, France",11,FALSE
whataburger,"bdt capital, whataburger",Q376627,https://www.wikidata.org/wiki/Q376627,"United States of America, United States of America",11,FALSE
7 belo,grupo arcor,Q380022,https://www.wikidata.org/wiki/Q380022,Brazil,11,FALSE
macdonalds,mcdonald’s,Q38076,https://www.wikidata.org/wiki/Q38076,"Australia, Australia, United States of America, United States of America, United States of America, United States of America",11,FALSE
siga,"siga (czechia), w.l. food products",Q41567751,https://www.wikidata.org/wiki/Q41567751,"Philippines, Philippines, Philippines, Philippines",11,FALSE
esse change,"korea tobacco & ginseng corporation, kt&g",Q497054,https://www.wikidata.org/wiki/Q497054,"Indonesia, Indonesia",11,FALSE
berry knots,jg summit holdings,Q6108205,https://www.wikidata.org/wiki/Q6108205,"Philippines, Philippines, Philippines, Philippines, Philippines, Philippines",11,FALSE
chiz curls,jg summit holdings,Q6108205,https://www.wikidata.org/wiki/Q6108205,"Philippines, Philippines, Philippines, Philippines",11,FALSE
cvs receipt,cvs health,Q624375,https://www.wikidata.org/wiki/Q624375,United States of America,11,FALSE
aproz,"federation of migros cooperatives, migros group",Q680727,https://www.wikidata.org/wiki/Q680727,"Switzerland, Switzerland, Switzerland, Switzerland",11,FALSE
grahams,"monde nissin, mondelez international",Q6898690Q12857502,https://www.wikidata.org/wiki/Q6898690Q12857502,"Philippines, Philippines, Philippines, Philippines",11,FALSE
mars bar,"mars, incorporated",Q695087,https://www.wikidata.org/wiki/Q695087,"Australia, Australia",11,FALSE
twix/snickers,"mars, incorporated",Q695087,https://www.wikidata.org/wiki/Q695087,"Austria, United States of America",11,FALSE
hanzel,republic biscuit corporation,Q7314390,https://www.wikidata.org/wiki/Q7314390,"Philippines, Indonesia, Indonesia",11,FALSE
krim stix,"multirich food corporation, republic biscuit corporation",Q7314390,https://www.wikidata.org/wiki/Q7314390,"Philippines, Philippines, Philippines, Philippines",11,FALSE
magic bucks,"republic biscuit corporation, wl foods",Q7314390,https://www.wikidata.org/wiki/Q7314390,"Philippines, Philippines, Philippines, Philippines",11,FALSE
enak,"salim group, siantar top",Q905963Q12514216,https://www.wikidata.org/wiki/Q905963Q12514216,"Indonesia, Indonesia, Indonesia, Indonesia, Indonesia, Indonesia",11,FALSE
dia,dia,Q925132,https://www.wikidata.org/wiki/Q925132,"Morocco, Morocco, Portugal, Switzerland, Portugal, Portugal, Portugal",11,FALSE
crocs,"crocs, crocs, inc.",Q926699,https://www.wikidata.org/wiki/Q926699,"Brazil, Hong Kong, United Kingdom of Great Britain & Northern Ireland, United Kingdom of Great Britain & Northern Ireland, Nigeria, Philippines, United States of America",11,FALSE
grizzly,"american snuff co, reynolds american",Q947718,https://www.wikidata.org/wiki/Q947718,"United States of America, United States of America",11,FALSE
dumle,fazer,Q996907,https://www.wikidata.org/wiki/Q996907,"Denmark, Denmark, Denmark",11,FALSE
4bro,ethno iq gmbh,,,"Germany, Germany",11,FALSE
ä»šéº¦éƒž/jin mai lang,jin mai lang,,,"China, China, China, China",11,FALSE
ä¹¡å·´ä½¬/xiangbalao,xiangbalao,,,"China, China, China, China",11,FALSE
absolute asia,absolute asia,,,Philippines,11,FALSE
acadia,"acadia, waud capital partners",,,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",11,FALSE
acs manufactoring corp.,acs manufacturing corporation,,,Philippines,11,FALSE
adonko bitters,adonko bitters,,,Nigeria,11,FALSE
afc sushi,afc sushi,,,United States of America,11,FALSE
air mineral 212,air mineral,,,Indonesia,11,FALSE
aizon,cv sumber air mutiara,,,Indonesia,11,FALSE
alkad hexicor (hand rub),alkad laboratories,,,Bangladesh,11,FALSE
aqualife mineral water,aqualife company,,,Philippines,11,FALSE
avk,avk,,,Ukraine,11,FALSE
benfood,benfood,,,Indonesia,11,FALSE
benson,benson,,,Cameroon,11,FALSE
black chili,"itc, prifood corporation, prifood",,,"Philippines, Philippines, Philippines, Philippines",11,FALSE
bost,bost,,,Germany,11,FALSE
brand's,brand suntory,,,"Thailand, Thailand, Thailand, Thailand, Thailand, Thailand, Thailand",11,FALSE
brisk tea,"brisk tea, pepsico/unilever",,,"United States of America, United States of America, United States of America",11,FALSE
