brand_name,parent_company_name,id,validated,brand_total_count,brand_frequency
del monte tomato sauce,del monte pacific limited,q10928288,false,8,5
del taco,del taco,q1183818,false,17,6
del valle,the coca-cola company,q3295867,false,65,18
del valle frutsi,the coca-cola company,the coca-cola company,false,2,1
del valle jugo,del valle,del valle,false,1,1
del vetro,del vetro,del vetro,false,1,1
del-monte,del monte pacific limited,q10928288,false,1,1
dela mere,dela mere,dela mere,false,13,1
dela rosa,de la rosa,de la rosa,false,1,1
delafe,bgf retail,bgf retail,false,3,2
delamare,delamare,https://www.facebook.com/delamerekenya/,attempted,131,2
delamere,brookside company,brookside company,false,11,1
delarosa,de la rosa,de la rosa,false,1,1
delaware punch,the coca-cola company,q3295867,false,1,1
delfi,delfi,delfi,false,17,4
delfi cha cha,ceres indonesia,ceres indonesia,false,5,1
delfi foods,delfi foods,delfi foods,false,3,1
delfie,pt petra food,pt petra food,false,4,1
delhi,jma food products pvt ltd,jma food products pvt ltd,false,5,1
delhi supari,jma food products pvt ltd,jma food products pvt ltd,false,3,1
deli,orion group,q55737545,false,2,1
deli express,deli express,deli express,false,2,1
deli fresh,deli fresh,deli fresh,false,1,1
deli wrap,publix,q672170,false,6,1
delia sun,delia sun,delia sun,false,1,1
delial,garnier,garnier,false,1,1
delice,danone,q329426,true,203,16
delice cake,reedisha,reedisha,false,13,1
delice water(ets tolerance adidogome),delice water(ets tolerance adidogome),delice water(ets tolerance adidogome),false,1,1
delices de kerlock,delices de kerlock,delices de kerlock,false,1,1
delicia,delicia,q11283878,false,5,4
delicias del country,delicias del country,delicias del country,false,1,1
deliciosas,deliciosas,deliciosas,false,1,1
delicious,unbranded,unbranded,true,27,3
delicious bakery,delicious bakery,delicious bakery,false,1,1
delicomat,delicomat,delicomat,false,2,1
delifiance,delifiance,delifiance,false,1,1
delight,"delight, dutch mill",q11298731q5317350,false,16,6
delight garlic pickle,ushodaya enterprises,ushodaya enterprises,false,65,1
delighurt,delighurt,delighurt,false,1,1
delipuus mercadona,delipuus mercadona,delipuus mercadona,false,7,1
delisaos,aneka boga nusantara,aneka boga nusantara,false,2,2
delish ice,delish ice,delish ice,false,1,1
delite,kenya cooperative creameries,kenya cooperative creameries,false,5,1
delivery envelopes,delivery envelopes,delivery envelopes,false,9,1
delivery envelopes,unbranded,unbranded,false,28,2
delivery envelpoes,unbranded,unbranded,true,11,1
deliwater,unbranded,unbranded,true,1,1
delizai,sia maxima latvija,sia maxima latvija,false,1,1
delizie del sole,eurospin,q1374674,false,1,1
delizio caffino,pt. sumber kopi prima,pt. sumber kopi prima,false,3,1
della west,della west,della west,false,1,1
dellos,dellos,dellos,false,2,2
delmonaco,delmonaco,delmonaco,false,5,2
delmont drink,lotte,lotte,false,4,1
delmonte,"del monte foods, unilever",q1183805q157062,false,108,6
delmonte prune juice,del monte foods,q1183805,false,1,1
delori,delori,delori,false,1,1
delqua,cv sumber berkat anugrah,cv sumber berkat anugrah,false,2,2
delsey,delsey,q830416,false,1,1
delta,"delta, delta","delta, delta",false,159,7
deltomed,deltomed,deltomed,false,38,1
delux,hll lifecare limited,q5630211,false,2,2
delux ice cream container,delux ice cream container,delux ice cream container,false,1,1
dely's,dely's,dely's,false,47,1
delysalsa,delysalsa,delysalsa,false,1,1
demaquillant integral,vichy,vichy,false,1,1
demet's,pladis,pladis,false,1,1
demidov,"demidov cannery""""","demidov cannery""""",false,1,1
dempster's,dempster's,dempster's,false,1,1
den braven,den braven s.a.,den braven s.a.,false,3,1
dencow,dencow,dencow,false,9,1
deng lao,deng lao,deng lao,false,1,1
dengetat yogurt,dengetat yogurt,dengetat yogurt,false,3,1
denia,denia,denia,false,2,1
denice,aqua d’or mineral water a/s / danone,aqua d’or mineral water a/s / danone,false,4,3
denim,joh.wilh. von eicken,joh.wilh. von eicken,false,2,1
denis shampoo,denis shampoo,denis shampoo,false,1,1
denk mit,dm,q110167604,false,1,1
denka,denka,denka,false,1,1
denma,"useful food co., ltd..","useful food co., ltd..",false,1,1
denmark take a'live,dongwon,dongwon,false,1,1
denner,"denner, federation of migros cooperatives",q379911q680727,false,36,21
denner ice,federation of migros cooperatives,q680727,false,1,1
denner smoothie,migros,migros,false,1,1
denny's,denny's,denny's,false,1,1
denta,denta,denta,false,31,3
dental b,fulidata,fulidata,false,1,1
dentalux,dentalux,dentalux,false,1,1
dentamed,dentamed,dentamed,false,1,1
dentastix,dentastix,dentastix,false,1,1
dentek,dentek,q5256445,false,3,3
dentiste',confirm trading,confirm trading,false,1,1
dentyne,mondelez international,q12857502,false,7,3
deodorant,unbranded,unbranded,true,4,1
deodorant (no label),unbranded,unbranded,true,1,1
deodorant parfum floral,"carrefour, france","carrefour, france",false,1,1
depon,î’î¹î±î½î­î¾,î’î¹î±î½î­î¾,false,2,1
deporade,pepsico,q334800,false,1,1
depot,depot,depot,false,1,1
derby,british american tobacco,q856411,false,113,4
derby cola,derby cola,derby cola,false,1,1
derby ïƒî¹î»î¹îºïœî½î·,derby ïƒî¹î»î¹îºïœî½î·,derby ïƒî¹î»î¹îºïœî½î·,false,1,1
derm pharma inc,derm pharma inc,derm pharma inc,false,1,1
dermaclean,lopez davison,lopez davison,false,1,1
dermacyd,sanofi,q158205,false,1,1
dermallay,dermallay,dermallay,false,1,1
dermazole,kusum healthcare,kusum healthcare,false,1,1
derock,derock,derock,false,15,2
desa,desa,q5204857,false,100,22
desaku,"motasa indonesia, motasa indonesia","motasa indonesia, motasa indonesia",false,5,3
desaku ketumbar bubuk,motasa indonesia,motasa indonesia,false,3,1
desant,"obolon, obolon company","obolon, obolon company",false,4,2
deschutes,deschutes,deschutes,false,2,2
desconocdo,desconocdo,desconocdo,false,29,1
desconocido,unbranded,unbranded,false,3163,87
desert essence thoroughly clean face wash,country life,country life,false,1,1
desert slobozhanskyj,slobozhanskyi dairy factory,slobozhanskyi dairy factory,false,1,1
deshi daru,deshi daru,deshi daru,false,2,1
deshi old popsicles,shenyang deshi enterprise group co. ltd,shenyang deshi enterprise group co. ltd,false,1,1
designer,unbranded,unbranded,true,6,1
desino ice cream,global synergy buying group sa,global synergy buying group sa,false,1,1
desnoes & geddes,desnoes & geddes,desnoes & geddes,false,1,1
desperados,heineken,q180855,false,47,10
destan,destan,destan,false,1,1
det pak (ripplewrap),unbranded,unbranded,true,5,1
detazeb,deltagro,deltagro,false,1,1
detergen unbranded,unbranded,unbranded,true,26,1
detergente ypê,química amparo,química amparo,false,3,3
detergenti,anonimus,anonimus,false,4,1
detol,reckitt,q1190881,false,2,2
detos,fonterra,q946370,true,173,3
detox,protec autocare,q23685184,false,2,2
detra back,detra back,detra back,false,9,1
dettol,reckitt,q1190881,true,1833,32
dettol anti bacteria,reckitt and benkiser,reckitt and benkiser,false,1,1
dettol handwash,reckitt benckiser,reckitt benckiser,false,38,1
dettol soap,dettol soap,dettol soap,false,30,1
deuka dog,sensikost,sensikost,false,1,1
deum dee,d c n supply limited partnership,d c n supply limited partnership,false,61,17
deutsche bahn,deutsche bahn ag,deutsche bahn ag,false,1,1
devaitis,arion,arion,false,8,1
devajtіs,"arion, llc","arion, llc",false,9,3
devatis,unbranded,unbranded,true,1,1
devaytis,arion,arion,false,1,1
develey,develey,develey,false,2,1
devin,devin,devin,false,8,4
devissez,devissez,devissez,false,1,1
devon cookie,asst. brand ind,asst. brand ind,false,1,1
devonade,devonade,devonade,false,1,1
devondale,devondale,devondale,false,9,2
dew,local kerala or india brand,local kerala or india brand,false,1,1
dew berry,dew berry,dew berry,false,1,1
dew drop,metl group,metl group,attempted,265,4
dew drops,ahinsa pure water system,ahinsa pure water system,false,823,1
dewa,"deva water co.,ltd.","deva water co.,ltd.",false,3,3
dewberry,"dewberry, urc thailand","dewberry, urc thailand",false,21,3
dewpoint,dewpoint,dewpoint,false,20,1
dexal,mcbride s.p.a.,mcbride s.p.a.,false,1,1
dexal lavapavimenti,mcbride s.p.a.,mcbride s.p.a.,false,3,1
dexcell pharma,dexcell pharma,dexcell pharma,false,1,1
dexe,dexe,dexe,false,1,1
dexe black hair,dexe group ltd uk,dexe group ltd uk,false,1,1
dextro,unbranded,unbranded,true,1,1
dextro candy,dextro candy,dextro candy,false,1,1
dextro energy,zertus gmbh,zertus gmbh,false,3,1
dg pineapple,pepsico,q334800,false,3,1
dg- balloon wrapper,unbranded,unbranded,true,1,1
dga tigar nut milk,dga tigar nut milk,dga tigar nut milk,false,39,1
dgm,dgm,dgm,false,2,1
dgw,dgw,dgw,false,1,1
dgw chlormite,dharma guna wibawa,dharma guna wibawa,false,2,2
dhahia juice,dhahia juice,dhahia juice,false,3,1
dhanose,dhanose,dhanose,false,2,1
dhanvantari,dhanwantari distributors pvt. lt,dhanwantari distributors pvt. lt,false,1,1
dhara,mother dairy,q6917320,false,2,2
dhel's coconut oil,unbranded,unbranded,true,2,1
dhiet,dhiet,dhiet,false,6,1
dhl stafetten,unbranded,unbranded,true,5,1
di più,di più,di più,false,1,1
dia,dia,q925132,false,13,7
dia %,dia,dia,false,1,1
dia s.a.,dia s.a.,dia s.a.,false,2,1
dia6glace,dia6glace,dia6glace,false,6,1
diadent,diadent,diadent,false,1,1
diafulvia,keko pharmautical,keko pharmautical,false,2,1
diafy,diafy,diafy,false,1,1
diageo,diageo,q161140,false,18,2
diaglace (jsc zhytomyr),diaglace (jsc zhytomyr),diaglace (jsc zhytomyr),false,3,1
dial,dial,dial,false,1,1
diamante,diamante,diamante,false,1,1
diamint toothpaste,diamint toothpaste,diamint toothpaste,false,1,1
diamond,reynolds american,q947718,false,23,8
diamond chips,prataap snacks,prataap snacks,false,64,1
diamond chulbule,prataap snacks pvt. ltd.,prataap snacks pvt. ltd.,false,458,2
diamond crystal,diamond foods,q5270794,false,2,1
diamond instant f.t,diamond instant f.t,diamond instant f.t,false,3,1
diamond instant food trade,diamond instant food trade,diamond instant food trade,false,3,1
diamond karanga,diamond karanga,diamond karanga,false,2,1
diamond milk,danone,q329426,false,10,3
diamond plastics,unbranded,unbranded,false,1,1
diamond polar pop,diamond cold storage,diamond cold storage,false,1,1
diamond potato cracker,prataap snacks pvt. ltd.,prataap snacks pvt. ltd.,false,53,1
diamond rock,diamond rock,diamond rock,false,50,1
diana,unilever,q157062,false,15,6
diana jalapeños,diana,diana,false,2,1
diao brand,diao brand,diao brand,false,1,1
diao ka duo,diao ka duo,diao ka duo,false,1,1
diao zui ba,diao zui ba,diao zui ba,false,1,1
diaopai,nais,nais,false,8,1
diaper,poppon,poppon,false,94,5
diaper (adult),"karemed, friends, mammies","karemed, friends, mammies",false,45,1
diaper (unk),unbranded,unbranded,true,1,1
diaper/napkin,diaper/napkin,diaper/napkin,false,11,1
diapers,diapers,diapers,false,27,4
diappers,diappers,diappers,false,540,1
diary milk,cadbury,cadbury,false,6,1
diatabs,medifarma laboratories,medifarma laboratories,false,1,1
diayon,unbranded,unbranded,true,1,1
dick and jane baking co,dick and jane baking co,dick and jane baking co,false,1,1
dickies,dickies,dickies,false,1,1
dickson,établissements dickson,q107262818,false,1,1
diclofenac  gel bp,diclofenac  gel bp,diclofenac  gel bp,false,6,1
diclomol gel,diclomol gel,diclomol gel,false,1,1
didi,didi,q21190510,false,6,2
dielac (tetra pak),dielac (tetra pak),dielac (tetra pak),false,6,1
diemme,diemme,diemme,false,1,1
dienes,unbranded,unbranded,false,1,1
diesel,exon,exon,false,1,1
diestel,diestel,diestel,false,1,1
diet coke,the coca-cola company,the coca-cola company,false,1,1
diet margarin,diago giorgev,diago giorgev,false,1,1
different brands,other brand,other brand,true,1749,1
difo,difo,difo,false,1,1
digest go!,digest go!,digest go!,false,1,1
diksi,diksi,diksi,false,1,1
dil ranjan dalmut,aarson lozenges factory,aarson lozenges factory,false,10,1
dilacsa,dilacsa,dilacsa,false,18,1
dilan,garudafood putra putri jaya,q96100268,false,11,6
dilan chocolate crunchy caramel,garudafood putra putri jaya,q96100268,false,12,1
dilbagh,manikchand group,manikchand group,false,252,1
dildar,dildar,dildar,false,3,1
dili's choice,w.l. food products,w.l. food products,false,1,1
dilis,w.l. food products,w.l. food products,false,4,1
dilis choice,w.l. food products,w.l. food products,false,30,4
diliwala,diliwala dairy,diliwala dairy,false,2,1
dima,"dima, mineral waters in tunisia, reda food","dima, mineral waters in tunisia, reda food",false,17,9
dimaravilla,dimaravilla,dimaravilla,false,1,1
dimax,dimax alimentos,dimax alimentos,false,1,1
dimbinho,dimbinho,dimbinho,false,4,2
dimension,unilever,unilever,false,1,1
dimension by lux,unilever,unilever,false,1,1
dimesion,unbranded,unbranded,true,3,2
dimitri vodka,dimitri,dimitri,false,1,1
dimond,prataap snacks,https://www.yellowdiamond.in/products/,true,119,1
dimples,dimples,dimples,false,24,3
dina farms,dina farms,dina farms,false,1,1
dinamit free,dinamit free,dinamit free,false,2,1
dinamo,dinamo zagreb,dinamo zagreb,false,1,1
diner lady fam,diner lady fam,diner lady fam,false,2,1
ding dong,jbc,https://www.jbcfood.com/products.php,true,174,8
ding-dong,jbc food corporation,jbc food corporation,false,2,1
dingdong,jbc food corporation,https://www.jbcfood.com/products.php,true,106,15
dingmaishi,juxian neng mai food co. ltd,juxian neng mai food co. ltd,false,1,1
dingo comfy neo,dingo comfy neo,dingo comfy neo,false,1,1
dino,dino,dino,false,3,2
dinor,dinor,dinor,false,1,1
dinshaw's,dinshaw,dinshaw,false,2,1
dion mulya,estetindo global medika,estetindo global medika,false,1,1
dione,dione,dione,false,4,1
dior,dior,dior,false,1,1
dios,"mentekidis, s. mantekidis","mentekidis, s. mantekidis",false,11,5
dip package,mcdonald’s,q38076,false,1,1
dip sea,dip sea,dip sea,false,9,1
dip sea fish crackers,dip sea fish crackers,dip sea fish crackers,false,19,1
dip table water,dip table water,dip table water,false,1,1
dip-sea,dip sea,dip sea,false,69,1
diploma,fonterra,q946370,true,157,6
diploma instant full cream milk powder,fonterra ltd. (new zeland dairy product),fonterra ltd. (new zeland dairy product),false,2,1
diplomat,wismilak group,q12524650,false,1,1
diplomat mentol,wismilak group,q12524650,false,1,1
dippers,pon pon,pon pon,false,120,1
dippin dots,dippin' dots,q3029195,false,3,2
dipps,dipps,dipps,false,1,1
dipsea,dipsea,dipsea,false,7,1
dipsee,unbranded,unbranded,true,1,1
director special,united spirits limited,q17086814,false,80,2
directv,directv,directv,false,1,1
direndale,direndale,direndale,false,1,1
direto da serra,direto da serra,direto da serra,false,1,1
dirfys,dirfys sa,https://www.dirfyswater.gr/en/about-us,true,108,2
dirol,"dirol, gumlink","dirol, gumlink",false,8,3
dirty's chips,utz quality foods,utz quality foods,false,1,1
disagro,disagro,disagro,false,12,5
disaronno,disaronno,disaronno,false,1,1
disco professional,unbranded,unbranded,true,1,1
discos,intersnack,q873618,false,2,1
discus supply co.,discus supply co.,discus supply co.,false,1,1
disha,"disha enterprises, disha trading co.","disha enterprises, disha trading co.",false,4,2
dishwashing liquid,unbranded,unbranded,true,1,1
disk,disk,disk,false,18,1
dismex,dismex,dismex,false,1,1
disney,the walt disney company,q7414,false,12,10
disney pixar,disney pixar,disney pixar,false,1,1
disney princess,disney,disney,false,1,1
disneypixar,disney,disney,false,1,1
dispo van,"hindustan syringes & medical devices, hmd healthcare","hindustan syringes & medical devices, hmd healthcare",false,21,3
disposable cup,"copasa, copobras, cristal maxi, kero copo, plã¡sticos danubio, totalplast","copasa, copobras, cristal maxi, kero copo, plã¡sticos danubio, totalplast",false,33,1
disposable cups,unbranded,unbranded,true,427,9
disposable cutlery,unbranded,unbranded,true,30,1
disposable food container,unbranded,unbranded,true,2,1
disposable mask,disposable mask,disposable mask,false,6,1
disposable spoon/fork,unbranded,unbranded,true,11,1
disposable spoons,unbranded,unbranded,true,259,4
disposal cups,unbranded,unbranded,true,33,1
distrbution machine @ cosmetic,distrbution machine @ cosmetic,distrbution machine @ cosmetic,false,2,2
diton,diton,diton,false,1,1
ditos,pasific food,pasific food,false,1,1
ditsch,ditsch,q911573,false,1,1
diva,hemas holdings plc,hemas holdings plc,false,122,5
diva voda,diva voda,diva voda,false,41,1
divella,divella,divella,false,2,2
diversion,grupo arcor,q380022,false,1,1
diversión,grupo arcor,q380022,false,14,3
divine bushera,divine bushera,divine bushera,false,2,1
divine noni,herb nutra lab pvt ltd,herb nutra lab pvt ltd,false,4,1
divnoe,divnoe,divnoe,false,1,1
divya,"divya, patanjali","divya, patanjali",false,5,4
diwisa,diwisa distillerie willisau,q1231653,false,1,1
dixi,dixi,dixi,false,8,2
dixie,"dixie, dixie consumer products llc, southeastern grocers","dixie, dixie consumer products llc, southeastern grocers",false,16,9
dixie cup,peters ice cream,peters ice cream,false,1,1
dixon ticonderaga,dixon ticonderaga,dixon ticonderaga,false,4,1
dixy,dixy,dixy,false,1,1
djana,djana,djana,false,50,1
djaroem super,djaroem group,djaroem group,false,1,1
djarum,pt dwimuria investama andalan,q56034693,false,53,7
